,Error,_runtime,Test time,densities,R_scalings,_timestamp,Train length,Nodes per layer,Initial transient,Layers,_wandb,Total time,Total nodes,_step,alphas,sigmas,Resized,rhos,seed,sgmds,Train time,Test length
141,0.0293,333.09740257263184,24.682792452,"[0.02070527212900577, 0.1373712026690087, 0.05450945010648084, 0.1465008176479497, 0.09376491965116368, 0.07692479442091968]","[1.2391977808612409, 1.2191503686418552, 0.5752300892570215, 1.2510886066810412, 1.3119581048185478, 0.887324536893578]",1698229364.6306176,60000,"[2000, 2000, 2000, 2000, 2000, 2000]",2,6,{'runtime': 331},325.072956388,12000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.944341002805965, 0.728843232020991, 0.6410387973445507, 1.2876053353239092, 1.4549973731171582, 0.6161428494594343]",14,"[0.5785350461853189, 1.0868066517290589, 1.063781523461477, 0.950948127144617, 1.0242688062100889, 0.6191959786063529]",2409,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",300.390119986,10000
142,0.0299,421.0950131416321,28.113925268,"[0.1388057347441139, 0.11322267806292902, 0.1445777553509351, 0.1633631324000888, 0.05986411566609024, 0.040596034126724315, 0.18765575477927596]","[0.7892331912392773, 0.9504374229884784, 1.1444932028271892, 0.7041127085137089, 0.9394391790156092, 0.5432980295041476, 0.6024982840736074]",1698229027.5585632,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,7,{'runtime': 419},411.943655568,14000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.7307307208245011, 1.0444343975639154, 1.2975434592482933, 0.8350382530702608, 0.5726495428470227, 1.2874695895067083, 0.956916725733592]",14,"[0.6146572944131947, 0.7306319439054886, 0.9396567268187797, 0.7029855024648043, 0.9989191542109824, 1.4944058632760768, 1.2582868104716938]",798,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",383.82967993,10000
143,0.0328,519.5037207603455,32.08437643,"[0.08080394615568835, 0.09059131847397654, 0.09156637502488035, 0.14510748636797546, 0.027756031882744073, 0.03457127871349829, 0.03518395266302257, 0.19441253826884025]","[1.307485655684355, 0.7386214273966861, 0.8226956075478226, 1.0716913080453545, 1.3734570659981458, 0.9458844800162036, 1.357398862530697, 1.4305660590201803]",1698228603.0373428,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,8,{'runtime': 518},509.493402872,16000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.2515729381528862, 0.6245788134934637, 1.2158838581241185, 1.326166061958522, 1.3888863584460238, 0.6980270538543047, 0.5315299066900795, 0.637364133066761]",14,"[1.0375179937183634, 1.4257020863575678, 1.4301237479096605, 1.3976749436324027, 0.5165259213177479, 1.0714180487689715, 0.5055455852112107, 0.7409681815417554]",491,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",477.408976912,10000
144,0.0334,624.1599268913269,35.59896263,"[0.06481511611790775, 0.018752365061664743, 0.04879817790564299, 0.15528028041089845, 0.1198091997139938, 0.14218535868200596, 0.08700261272495759, 0.04677872835244195, 0.0688335566621271]","[0.8032944910862798, 0.628886965371577, 0.6681995069658996, 0.5776288059679889, 0.692585043850308, 0.7063671436148345, 0.9107370149952284, 0.8694934586607531, 0.7628837776112344]",1698228079.487417,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,9,{'runtime': 622},612.958606487,18000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.3597002675662129, 0.5199706681115916, 0.7179764794375532, 0.6754970156468765, 1.1653973819409336, 0.6543799700010383, 1.074805493690577, 0.6737274207828222, 1.4151007847616093]",14,"[1.386219752593848, 0.944814604202476, 0.6894345974467277, 1.1769003351365588, 0.685977183912909, 1.008906460266874, 0.5091397616655664, 0.6452079136777721, 1.4022292105111789]",9743,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",577.359601397,10000
145,0.0342,29.65765380859375,4.786629097,[0.12386774403560068],[1.231225880791896],1698227452.1373868,60000,[2000],2,1,{'runtime': 28},26.674222562,2000,1,[0.7],[0.7948613493311839],14,[0.6050283038094998],2890,['tanh'],21.887542515,10000
146,0.028,76.03026914596558,9.373633362,"[0.1011950380397338, 0.1395998065171267]","[0.651648767893698, 0.9107462386927374]",1698227418.6759262,60000,"[2000, 2000]",2,2,{'runtime': 74},71.856147394,4000,1,"[0.7, 0.7]","[0.5765915745237266, 0.582434403941821]",14,"[1.2154388904961833, 0.6088194703255583]",4159,"['tanh', 'tanh']",62.482464392,10000
147,0.0299,123.49297952651978,12.769812705,"[0.020572200519509747, 0.09489235193312812, 0.12511491149478002]","[0.5836253549465137, 0.5798714272759145, 1.4130920770568305]",1698227339.3792496,60000,"[2000, 2000, 2000]",2,3,{'runtime': 122},118.502298978,6000,1,"[0.7, 0.7, 0.7]","[1.0264498190234588, 1.1294416148130724, 1.3164729176447794]",14,"[1.206873927363234, 0.5615602839028585, 0.8837563944164247]",1633,"['tanh', 'tanh', 'tanh']",105.732435733,10000
148,0.0319,180.62231159210205,16.238177263,"[0.017596693252620997, 0.02696402133308888, 0.14598234449367856, 0.14345535686135066]","[0.6399096475587447, 1.167332559000117, 0.5815351377570172, 1.4042517542386403]",1698227212.6384006,60000,"[2000, 2000, 2000, 2000]",2,4,{'runtime': 179},174.637447751,8000,1,"[0.7, 0.7, 0.7, 0.7]","[0.8585024998812814, 0.8207336684114541, 0.5320281648269466, 0.5410149209999512]",14,"[1.306416479148825, 1.4251844034813308, 1.2692180842321212, 0.7577224346616857]",9728,"['tanh', 'tanh', 'tanh', 'tanh']",158.399220578,10000
149,0.0301,249.69676160812375,20.198948687,"[0.01761213331514585, 0.06960321754692722, 0.1055828599128811, 0.09717005470815178, 0.15642461734962076]","[1.1759514280163272, 0.8578007401441855, 1.1190000235803432, 0.7105595944077298, 1.185434301367218]",1698227028.0925567,60000,"[2000, 2000, 2000, 2000, 2000]",2,5,{'runtime': 248},242.090171225,10000,1,"[0.7, 0.7, 0.7, 0.7, 0.7]","[1.2531236962970074, 0.6475747131055919, 1.208693354999405, 0.5582422414494371, 0.5511094636827871]",14,"[1.0461649425764894, 1.300262986828025, 1.440275688372152, 1.0567170603591314, 1.08956293807092]",2582,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",221.891171708,10000
150,0.032,332.82822728157043,24.612285966,"[0.07247315977316975, 0.178461202626446, 0.07753203110385232, 0.07674653728189032, 0.18636046200848788, 0.15033563066450006]","[0.892353626014062, 1.2668304714767369, 1.3551801473001863, 1.4748349658926037, 0.8507330736439113, 0.9354540002828712]",1698226774.2553625,60000,"[2000, 2000, 2000, 2000, 2000, 2000]",2,6,{'runtime': 331},324.705033298,12000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.198672569327831, 0.7096764407077442, 0.7909407062335597, 0.6412760759928013, 1.3200063774193316, 0.6222952441611438]",14,"[1.103062817824724, 0.9424067441428594, 0.9319865859192996, 1.1434748569921978, 0.8618874134129685, 1.4872186154939284]",5802,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",300.092699042,10000
151,0.0273,421.0132601261139,27.99558639,"[0.14234375594069618, 0.13901495173265588, 0.06892343429430545, 0.07294158930456965, 0.04578917339660148, 0.01210496413030327, 0.11815222597537044]","[0.930135262232557, 0.6531863697731315, 0.6285710343951254, 1.1596532797112866, 0.9987135632512528, 1.0264653950227456, 1.014654509930634]",1698226437.287404,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,7,{'runtime': 419},411.830822849,14000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.6249060321628085, 1.131140683361387, 1.422145888735415, 0.5461896074141901, 0.8751937145734169, 0.7093763928062972, 0.8761939092269388]",14,"[0.5437635933675361, 0.7823289463388783, 1.3476473046304374, 0.7037549846825107, 1.4173042337191246, 0.6963965607620337, 0.7565471360703416]",6148,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",383.835178799,10000
152,0.0274,519.0407476425171,32.135045541,"[0.022838494095905985, 0.1884706826227956, 0.12013010773923406, 0.0736392955460662, 0.026530780228822538, 0.013337658879785282, 0.025997714497575333, 0.12042146084425948]","[0.9784241333969425, 1.0915324075942243, 1.328654037542572, 1.4873194092962234, 0.5573193857618047, 1.466043305489111, 1.3130987004526542, 0.5608089166100862]",1698226012.3963466,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,8,{'runtime': 518},509.196075909,16000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.5084924104632, 0.8125560579309804, 0.6521847591816924, 0.7487197881085511, 1.0256747639584716, 0.7371132345296635, 1.1875370749867324, 0.6555551773023387]",14,"[1.4492182597957233, 1.2212326475602753, 0.6443469302762749, 1.2476231622977307, 0.7916088742971893, 1.2628457666094337, 1.1318952044507888, 1.0979290650116038]",947,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",477.060980458,10000
153,0.0332,624.7105791568756,35.529438783,"[0.057859355650838135, 0.0966297105710792, 0.03453394873757313, 0.1455586445813153, 0.06205583095913534, 0.028684244728429363, 0.0837496270206999, 0.1964586721584163, 0.1005693376328126]","[1.253229626381442, 1.2257327865007632, 0.6812139027083659, 1.2553265710858397, 1.2082643174210574, 1.341049479804505, 1.4451097378026705, 1.1730443796141137, 0.8403609903172548]",1698225489.2489402,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,9,{'runtime': 621},612.136887364,18000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.1700370888627984, 1.1805669751895969, 0.8684432878283871, 0.7067948694107521, 1.1533472329341934, 1.4737953619094508, 1.1983298482080442, 1.1437933724911296, 1.4453191696217127]",14,"[1.2203315951795772, 0.9611748130219164, 1.1604452404940582, 0.6613160761935256, 1.0586556110502954, 0.6930206484566609, 1.3494058326600225, 1.161222422649116, 0.9473647105442434]",5131,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",576.607405431,10000
154,0.0325,29.642480611801147,4.781059528,[0.1777584019320329],[0.5439454532467233],1698224861.2957487,60000,[2000],2,1,{'runtime': 28},26.598650067,2000,1,[0.7],[0.5056508676339907],14,[1.3002579621106505],9203,['tanh'],21.817543259,10000
155,0.0309,76.01373815536499,9.239626628,"[0.09276527183250977, 0.19394011128753932]","[0.6148552516268381, 0.6498605916224971]",1698224827.671512,60000,"[2000, 2000]",2,2,{'runtime': 74},71.789396557,4000,1,"[0.7, 0.7]","[0.8900301195763973, 0.9253463663738256]",14,"[1.1613979144309248, 1.1039682044190635]",6668,"['tanh', 'tanh']",62.549717949,10000
156,0.028,123.4431324005127,12.711133056,"[0.10524903731907126, 0.024022936784203423, 0.03382430373020747]","[0.9134118273806664, 0.8485660107887929, 0.8669152982019601]",1698224748.0547464,60000,"[2000, 2000, 2000]",2,3,{'runtime': 122},118.397794488,6000,1,"[0.7, 0.7, 0.7]","[0.6646799666047088, 0.8985611414137283, 1.0169822450316568]",14,"[1.3625611079121431, 0.8645566741202845, 1.071525806025995]",1087,"['tanh', 'tanh', 'tanh']",105.686612082,10000
157,0.0289,180.42929816246033,16.086235301,"[0.16640604700329006, 0.1416881825119133, 0.10166435027443406, 0.048237334394585885]","[0.8540976919454106, 1.1998520188165065, 0.814146374631397, 1.1289055534928818]",1698224621.016833,60000,"[2000, 2000, 2000, 2000]",2,4,{'runtime': 179},174.384197319,8000,1,"[0.7, 0.7, 0.7, 0.7]","[0.7508205465596332, 0.5447099718002395, 1.1486048718732025, 0.7419812684300414]",14,"[1.488464537513594, 1.3275480683430303, 1.4296233221960275, 0.928276195652626]",6134,"['tanh', 'tanh', 'tanh', 'tanh']",158.297908778,10000
158,0.0262,248.48079442977905,20.02933599,"[0.08325444374678419, 0.05226578669482835, 0.16614027243207027, 0.1450354302386806, 0.014632944756051676]","[1.0101329798845773, 1.2355966095536253, 1.1552542716805565, 0.6047811194889726, 0.6468971636478091]",1698224437.1423614,60000,"[2000, 2000, 2000, 2000, 2000]",2,5,{'runtime': 247},241.344153248,10000,1,"[0.7, 0.7, 0.7, 0.7, 0.7]","[0.5979494339761177, 1.0663641089913178, 0.9902615463933466, 0.8988470998971358, 0.8050023026334482]",14,"[1.1623090386494843, 1.4840994737880973, 0.5132381694020034, 1.0899827416659869, 0.5780212466726729]",6618,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",221.314765828,10000
159,0.0296,333.00499725341797,24.804478099,"[0.07059801023044848, 0.01866923697287688, 0.1677569812862196, 0.15965497700147777, 0.14075414854508805, 0.07903057420559409]","[0.7838659063988688, 1.1297806112127993, 1.0163329305085318, 0.57440373044384, 1.083583104652607, 1.376464735873762]",1698224184.7674654,60000,"[2000, 2000, 2000, 2000, 2000, 2000]",2,6,{'runtime': 331},324.933795773,12000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.8855704034141475, 1.3182140668547704, 0.7674071797990364, 1.1408986712213016, 0.8482401853919592, 0.5630048064811354]",14,"[1.3391894295228317, 1.354951801226996, 0.7875096752472039, 0.9218083331775776, 1.4674286422175242, 1.4826226931794209]",8033,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",300.129267014,10000
160,0.0296,420.36890625953674,27.932896022,"[0.04357653493361818, 0.020939250603890226, 0.1757816471607562, 0.1708660510054029, 0.16001166407424644, 0.0621890572306544, 0.02810790006203394]","[1.3677245427309712, 1.1772149555988811, 0.9467841996620922, 1.30314286418379, 1.4542479039468323, 0.8383212243899818, 0.581134535017999]",1698223848.4680932,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,7,{'runtime': 419},411.19720634,14000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.7264354477876571, 1.1787228042111697, 0.7139743280648315, 1.3476628439719014, 0.6476402986167912, 0.8926644213632904, 0.746614201420925]",14,"[0.6335231878059001, 0.6300344951120384, 0.9374661040226476, 0.7198770479500384, 0.9928092388275924, 0.5214205708631278, 0.8111882329954504]",2948,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",383.264258838,10000
161,0.0342,518.8841042518616,32.117749624,"[0.1949511207671548, 0.047946127115079416, 0.14558463696104554, 0.061966642887148385, 0.17201905485597166, 0.02272017404515106, 0.17507843566762638, 0.06682705883427996]","[1.256044790095778, 0.7904555091191418, 1.186436681782981, 1.451109086681127, 1.3668309646649883, 1.2720372901121468, 0.5678895506714257, 0.9938543611020244]",1698223424.9694684,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,8,{'runtime': 517},508.771496949,16000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.137849959894331, 1.3422220240577896, 1.1321487040960787, 0.9296860461354368, 1.3605480152220937, 1.0932765283855783, 1.232504006593794, 1.172144129935507]",14,"[0.6030761622443951, 1.3809744919854623, 1.1064259849706723, 0.8187606240960674, 1.1790658719679432, 1.495948967001666, 1.25157026566198, 1.43752606726717]",8065,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",476.653697445,10000
162,0.0333,623.528520822525,35.502344799,"[0.011515375899684906, 0.045172462548047985, 0.19917246003570935, 0.028283250792010328, 0.06517156384367048, 0.14479291024549462, 0.0645298447580528, 0.1823160663747933, 0.1759263754760702]","[1.1781438748432094, 1.1698607946649382, 0.8761518849236528, 0.9605435316322848, 1.3102095142598769, 0.9490113896417142, 0.6964137904941152, 0.6088957746891709, 1.1916156752230296]",1698222902.520316,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,9,{'runtime': 622},612.295535084,18000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.2302952407972527, 0.9305102960715692, 0.8673812137589657, 0.8790133122177998, 1.4634554612569437, 1.3864652331663765, 0.9200968923169744, 1.400973131785428, 0.7910140043591666]",14,"[1.005231046959567, 1.2192418441145434, 1.2258121909820368, 0.7755024318567816, 1.25029055371312, 1.375362486968898, 0.8591678808741758, 0.9633535752814122, 1.483323298823464]",426,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",576.793139795,10000
163,0.0351,29.949902296066284,4.884371049,[0.1825848462563757],[1.312180982508326],1698222275.1046913,60000,[2000],2,1,{'runtime': 28},26.968408857,2000,1,[0.7],[1.0697325804432714],14,[1.2542326512796218],2098,['tanh'],22.083988078,10000
164,0.0305,75.73417067527771,9.298989926,"[0.021630047992221575, 0.18427981452611328]","[1.292265250139989, 1.0147135173019215]",1698222242.0441318,60000,"[2000, 2000]",2,2,{'runtime': 74},71.672212369,4000,1,"[0.7, 0.7]","[0.9028471437859732, 1.2670419703952331]",14,"[0.9767307514502632, 1.1305458930720207]",2894,"['tanh', 'tanh']",62.373174523,10000
165,0.0296,123.5670645236969,12.786864841,"[0.16790874531256833, 0.10258765417606051, 0.09459844209342638]","[0.6740664467002192, 0.955309797930688, 1.386948912451389]",1698222163.0496566,60000,"[2000, 2000, 2000]",2,3,{'runtime': 122},118.466520724,6000,1,"[0.7, 0.7, 0.7]","[1.2621633248310071, 1.3423732577449703, 0.5283083287939955]",14,"[1.312357685945427, 0.7474637959389319, 0.7307736964486955]",3781,"['tanh', 'tanh', 'tanh']",105.679607193,10000
166,0.0267,180.58583211898804,16.107250237,"[0.1770124610276945, 0.09200901582481352, 0.1750094761480036, 0.05145819942394602]","[0.9123116327203122, 1.32298909666593, 0.8123334365281584, 0.7994453235417321]",1698222036.0994492,60000,"[2000, 2000, 2000, 2000]",2,4,{'runtime': 179},174.505074065,8000,1,"[0.7, 0.7, 0.7, 0.7]","[0.5942036814039143, 1.0214905420528138, 1.3179215251522, 0.5479312527169029]",14,"[1.3016795395924556, 0.6278738068749284, 1.291638947847883, 1.0577193616366591]",8360,"['tanh', 'tanh', 'tanh', 'tanh']",158.397774728,10000
167,0.0302,248.4175899028778,20.049273916,"[0.01755830534387759, 0.12770637862113374, 0.010099717290647492, 0.17653903710644714, 0.18621594774850744]","[1.1551313810377892, 1.30894846134638, 1.104872091215734, 1.4530228192712693, 0.810831446905582]",1698221852.045873,60000,"[2000, 2000, 2000, 2000, 2000]",2,5,{'runtime': 247},241.142954166,10000,1,"[0.7, 0.7, 0.7, 0.7, 0.7]","[0.9209806388504892, 0.9999275539613556, 0.9264113109876184, 0.8851327349907064, 1.1226212575774446]",14,"[0.6267867683835756, 1.4362991875998046, 1.348703852402818, 1.4141631241515404, 0.6730818869895145]",8179,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",221.09363049,10000
168,0.0319,331.1328229904175,24.470448593,"[0.1855414884755097, 0.055083009293977754, 0.19162644221981645, 0.15287177727753531, 0.15506110052822572, 0.06356329445325042]","[0.5214732407355026, 0.7976671450597836, 1.1696812903536833, 1.4054157102260618, 0.610926930445179, 0.9667330940275644]",1698221600.183481,60000,"[2000, 2000, 2000, 2000, 2000, 2000]",2,6,{'runtime': 329},323.027478848,12000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.2586382432393397, 0.9590927353086854, 1.3640934675969183, 1.0801739563517083, 1.273672006386179, 0.7072299226970088]",14,"[1.3725690610823702, 0.8760515607239655, 1.3304090123123986, 1.4075565865694215, 1.4368727052736563, 1.4307508375616549]",5625,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",298.556978295,10000
169,0.0321,420.47758507728577,28.028879914,"[0.0788273158670373, 0.05582784331502339, 0.05918283228855511, 0.052278704671534705, 0.1668627791510754, 0.09087415087879616, 0.19806305228599683]","[0.9386783954256236, 1.324760343630019, 0.6158038849983261, 1.1082071128862747, 0.9104081569897108, 1.4338925447411293, 1.4238314696607404]",1698221264.7868152,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,7,{'runtime': 419},411.280969825,14000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.0859293339489056, 1.347539130326215, 0.7391628670137989, 0.7027232034565849, 1.0617434283505098, 1.2252186564718452, 0.7065941445047464]",14,"[1.0511242998293042, 0.8260417545401577, 0.669604469764501, 0.6275819072825081, 0.9489778567357736, 1.0258195326320942, 1.1469632982410771]",4202,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",383.252040351,10000
170,0.0331,519.4644093513489,32.146152119,"[0.08638789471707937, 0.1846450842086617, 0.07889699631017272, 0.0382246014215453, 0.14880084519519274, 0.11791529288117064, 0.0150602742728078, 0.17110705177672533]","[0.5208090738131066, 0.8166485601875976, 0.6825192762442669, 0.8440586633660255, 1.4276377623212622, 0.7510637337581288, 0.5878252434495104, 1.2832287702127745]",1698220840.4697354,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,8,{'runtime': 518},509.14062709,16000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.18487505574328, 1.496354373774671, 0.8077833360154227, 0.9117697115095048, 1.0764731651546664, 1.2289915932566733, 1.3777508723380798, 1.368394426565116]",14,"[1.291374229632701, 0.8379490454533687, 1.4781068664423715, 0.5405790623302348, 1.455422718485342, 1.1536387288698846, 0.9069396606637534, 1.1840286501349595]",9014,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",476.994422621,10000
171,0.0342,623.3604187965393,35.539270082,"[0.06666688598905526, 0.18565714846917017, 0.1522424451506419, 0.029773106331106525, 0.061088926667200096, 0.17917242417938914, 0.1745188358692812, 0.17720808679602618, 0.04629632793983276]","[1.1014635610425292, 1.1550843867361853, 1.3378411662493923, 0.9649078950401208, 1.010034683296019, 1.175643120263537, 1.1708656907849615, 0.5288181204829171, 0.525557280032709]",1698220317.2138877,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,9,{'runtime': 622},612.279728377,18000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.1599742221408151, 1.1193692986422017, 1.4043274690085856, 0.7307401297619067, 1.3190032291157956, 0.951379740858702, 1.0769423974391628, 1.418073623913929, 0.7565217711958453]",14,"[1.0921989262248342, 0.774131126153083, 1.012516094702665, 1.2299758284645836, 0.9874974454483776, 0.8826358292943923, 1.334173531425057, 1.4526463958946465, 1.3456503225713343]",7515,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",576.740407725,10000
172,0.0321,29.499285459518433,4.803282674,[0.1342271187022814],[1.383345266314588],1698219689.3133934,60000,[2000],2,1,{'runtime': 28},26.561027354,2000,1,[0.7],[0.7260676751345344],14,[0.7451009694355609],5021,['tanh'],21.7576943,10000
173,0.0318,75.3827338218689,9.262073393,"[0.13473304318815463, 0.08419129550375871]","[1.0898640948381415, 1.3648067689764003]",1698219656.3825998,60000,"[2000, 2000]",2,2,{'runtime': 74},71.381607215,4000,1,"[0.7, 0.7]","[0.9635064725865888, 0.8218449555094292]",14,"[1.3656252398465902, 0.7253914865441071]",485,"['tanh', 'tanh']",62.119484312,10000
174,0.0265,123.05271744728088,12.544072377,"[0.07441671401453132, 0.019034245010661345, 0.07159267341947649]","[1.07566068642, 0.914937417362588, 1.039157699167305]",1698219577.1374464,60000,"[2000, 2000, 2000]",2,3,{'runtime': 121},118.061964811,6000,1,"[0.7, 0.7, 0.7]","[0.7164192968514941, 1.4495146430392942, 1.1928652617872135]",14,"[1.0455033949557913, 0.7920717140811186, 0.72344765851439]",5922,"['tanh', 'tanh', 'tanh']",105.517842184,10000
175,0.028,180.15383100509644,16.032588762,"[0.010541982965187302, 0.1080473907594871, 0.06167124820012158, 0.0880593108056381]","[0.9131127872696644, 0.8743094702436969, 0.8901305313200201, 0.963549490721174]",1698219449.907109,60000,"[2000, 2000, 2000, 2000]",2,4,{'runtime': 179},174.169246789,8000,1,"[0.7, 0.7, 0.7, 0.7]","[0.8306301074478326, 0.6026821317290588, 0.5978540674347371, 1.2454698284286212]",14,"[0.5088484590026487, 0.7711985576365249, 1.1305265362442816, 1.2735377758130688]",6467,"['tanh', 'tanh', 'tanh', 'tanh']",158.136607767,10000
176,0.0309,249.05560183525083,20.112687534,"[0.07679070267277871, 0.07893320481547278, 0.06515022300709615, 0.12185446429210882, 0.06419938710100234]","[1.2312136469178658, 1.0853606029665408, 0.8275516012337484, 1.1348337676530234, 0.812295919296366]",1698219265.898795,60000,"[2000, 2000, 2000, 2000, 2000]",2,5,{'runtime': 247},241.964872879,10000,1,"[0.7, 0.7, 0.7, 0.7, 0.7]","[1.2772764713812146, 0.5956682286047761, 0.8841817870357305, 0.5038850525927103, 1.3977280256460425]",14,"[0.5669647159157121, 0.9100496214191756, 0.6056044828833999, 0.9229331650832364, 1.1483380677960664]",811,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",221.852132605,10000
177,0.0316,333.8505790233612,24.8000211,"[0.17860540293047414, 0.03837696225161416, 0.16823069460136297, 0.1015919225841076, 0.17035179950456464, 0.12146944167323433]","[0.8679903508784891, 0.5876538594012595, 1.3902670187968496, 1.1427488621753663, 0.9300859321051728, 1.153837629968915]",1698219012.680222,60000,"[2000, 2000, 2000, 2000, 2000, 2000]",2,6,{'runtime': 332},325.667937104,12000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.4330635505147842, 1.066660667281291, 0.9953857724762728, 0.844218274779834, 0.5384928880804457, 1.431335439577974]",14,"[1.115434895786957, 1.2007956093462382, 1.1474117118321656, 0.6163339131054355, 0.6608650287022425, 0.7660510240329582]",7385,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",300.867875354,10000
178,0.0321,420.69842076301575,28.00180737,"[0.03239704869680628, 0.11314506830210942, 0.15245734323693255, 0.10248392594906636, 0.13787750443989347, 0.03098369045031689, 0.1555289595931114]","[0.6132056613142672, 0.5692163334061218, 0.9939379892804447, 1.3690057540521434, 0.8913602075966564, 1.4022261891980072, 1.1606988170929853]",1698218675.6224208,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,7,{'runtime': 419},411.717275232,14000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.0630493232138964, 1.0128372532918948, 0.6846434325758888, 0.931314887281082, 1.3956743603301307, 1.0807139225253966, 0.5761941404965086]",14,"[0.9080256112533044, 0.5883666519074476, 0.8005133296638254, 1.3570407236919262, 1.1513826430481848, 0.9972970659429862, 1.3815318881082752]",9837,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",383.715414702,10000
