,Error,_runtime,Test time,densities,R_scalings,_timestamp,Train length,Nodes per layer,Initial transient,Layers,_wandb,Total time,Total nodes,_step,alphas,sigmas,Resized,rhos,seed,sgmds,Train time,Test length
62,0.0326,518.9746015071869,32.193321489,"[0.08092021796087137, 0.13150031583145888, 0.04725140749842243, 0.06916494906167205, 0.06864538971658686, 0.04444924111875362, 0.12928470166786268, 0.1622125934344951]","[1.315561517972442, 0.6671767464730048, 1.1997701127136629, 0.734234640159445, 0.7714818772920697, 1.2801852697306693, 1.0817265610997668, 0.7829851406880888]",1698251903.7637155,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,8,{'runtime': 518},509.125927162,16000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.8400480388106633, 1.1206970315190206, 1.062578656365814, 1.445577528094156, 1.020369738862527, 1.3177816184745397, 1.2770681618360251, 0.5697676655476714]",14,"[0.8622636504645516, 1.2761364457157347, 0.5263082710093677, 0.8487596342747986, 1.0740010163555145, 0.9017954762927743, 1.2226891826322612, 0.5053846093483014]",6094,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",476.932555603,10000
63,0.0323,623.9401664733887,35.732295905,"[0.028158665209492485, 0.05827947018259751, 0.09510552891155588, 0.07263194291789533, 0.07600445828728158, 0.07598320595361893, 0.07239599474290549, 0.058941857957473254, 0.08267591879532941]","[1.0665689445152415, 1.1910741176786697, 1.4808309700432003, 1.4866618627599375, 1.2116682421600258, 0.7364411147933484, 1.1206363022384094, 1.2557943498786128, 0.7993706833390313]",1698251380.5363543,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,9,{'runtime': 622},612.930271263,18000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.4199611471706015, 1.1672166910152604, 0.6195966259352937, 1.4510156424025324, 0.8546115502013496, 1.1307719637030211, 0.7105866170398811, 1.4085477354702225, 1.2310890859548376]",14,"[1.0878977833940031, 1.3578314187266474, 0.9491602824062434, 0.5665693884492572, 0.9288402194436408, 0.977160174763826, 0.6388520980853103, 0.9790530856349584, 1.233426121335481]",9608,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",577.197925068,10000
64,0.031,29.503790378570557,4.809836083,[0.1656099219162894],[0.7374103805846233],1698250753.1551363,60000,[2000],2,1,{'runtime': 28},26.518097043,2000,1,[0.7],[0.7802597265627412],14,[1.1236750069923371],1775,['tanh'],21.70821185,10000
65,0.0281,76.20495939254761,9.309510855,"[0.1820116648222254, 0.012323971012133651]","[0.7183043678158302, 0.8118198414376587]",1698250719.8407824,60000,"[2000, 2000]",2,2,{'runtime': 74},71.918287463,4000,1,"[0.7, 0.7]","[0.6846630103105762, 0.916433180450083]",14,"[1.0161584830167805, 0.9784037969348182]",6660,"['tanh', 'tanh']",62.608726078,10000
66,0.0309,122.75072145462036,12.79319349,"[0.013526949367978705, 0.10001596272257438, 0.07079229641533535]","[1.3037365271848715, 1.0691341600681388, 0.5210203650058096]",1698250639.0109184,60000,"[2000, 2000, 2000]",2,3,{'runtime': 121},117.742729283,6000,1,"[0.7, 0.7, 0.7]","[1.2333683420061714, 1.1781577763842326, 1.3605820203128085]",14,"[1.0247819440906585, 1.1950085792966414, 0.7903363933185851]",3965,"['tanh', 'tanh', 'tanh']",104.949483803,10000
67,0.0275,180.59740900993347,16.028457803,"[0.19387715622506685, 0.11055923063546182, 0.16471450172421892, 0.05345407661343642]","[1.4769882760339963, 0.8131175980146111, 1.4879082224511555, 1.148079523339168]",1698250512.861849,60000,"[2000, 2000, 2000, 2000]",2,4,{'runtime': 179},174.478491561,8000,1,"[0.7, 0.7, 0.7, 0.7]","[0.5756965692903486, 0.8827541655958377, 0.9673394603215176, 1.2874938806615797]",14,"[0.7007546353659451, 1.4295491271965772, 0.8563401931514572, 0.6908565232408291]",914,"['tanh', 'tanh', 'tanh', 'tanh']",158.449983928,10000
68,0.0291,248.53139305114743,20.075444561,"[0.10080894902777138, 0.1580728173681435, 0.026497963987308183, 0.1064929331140674, 0.09989886868163776]","[0.7564046671668486, 0.7500977647621858, 1.3903709896414276, 0.9198859070438496, 1.275573555930443]",1698250328.909114,60000,"[2000, 2000, 2000, 2000, 2000]",2,5,{'runtime': 247},241.349485406,10000,1,"[0.7, 0.7, 0.7, 0.7, 0.7]","[0.6536844679932383, 0.5462635135390218, 1.1499606119454326, 0.8400973359156743, 0.5309755062178463]",14,"[0.8952748292248669, 0.5098862014928457, 1.4705948719946118, 0.9586156410666694, 1.05250638488739]",4834,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",221.273990985,10000
69,0.0264,333.0570845603943,24.841303342,"[0.1902434449621828, 0.05669363950145088, 0.19986246630229557, 0.19441762866399556, 0.07211058116357809, 0.1035679869512543]","[0.6838272887231994, 0.5647207467230443, 1.295862282943694, 1.4648528562494283, 0.7058982827029081, 0.6000000962105606]",1698250076.4127426,60000,"[2000, 2000, 2000, 2000, 2000, 2000]",2,6,{'runtime': 331},324.936079443,12000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.5596424193719081, 1.3177362441032767, 1.0991500854244989, 0.5368647166415668, 1.115366584590311, 0.6411911654284742]",14,"[1.2007489224237742, 1.0105095893353606, 0.5464203535023803, 1.3056650688573466, 0.8599405344875691, 0.8129231954101696]",9576,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",300.094723711,10000
70,0.0334,421.3992547988891,28.175330266,"[0.1473889020250651, 0.15982305970981955, 0.06131099357787009, 0.16789069070829324, 0.10683482060051772, 0.08186761277708486, 0.10621031770662274]","[0.8919035373290004, 1.4614652707483624, 1.3932475554062025, 0.6092983583642231, 0.7855461012117375, 0.6552065533724938, 1.1198274919135407]",1698249739.6135488,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,7,{'runtime': 420},412.229146963,14000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.482067436241075, 0.6016673877896526, 0.6278834839922339, 0.811422826172246, 1.4193747937419232, 0.8107300201105576, 0.8720276776698734]",14,"[1.0149295842707635, 1.4625980778977417, 1.4952573207017736, 1.2154782865375742, 0.6330019683371166, 1.4136586422851805, 0.675836019907625]",1331,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",384.053764397,10000
71,0.0337,518.9136371612549,32.153367927,"[0.10407709201339324, 0.16964619440421155, 0.15621767148198742, 0.04543143825204035, 0.1682495047676171, 0.026664691117419148, 0.06808626193159258, 0.10475136569901428]","[0.6600731459163103, 1.3146585193296634, 1.2019053317902686, 0.7827770048681448, 0.9783859608564484, 1.4014070580454652, 0.8764594740946333, 1.1109074509962866]",1698249314.0919192,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,8,{'runtime': 517},508.950506545,16000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.1585823528445611, 1.095947968044647, 0.969130494699774, 1.320079332961808, 0.5106757060420793, 0.7490562735509122, 0.6995865419562545, 1.4473040438266398]",14,"[0.9128676015527896, 0.9496487198570932, 1.4343813753393442, 1.4157966535034228, 0.723230547547497, 0.9659019350484288, 1.1852297920630688, 0.7640653467471705]",6416,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",476.797097888,10000
72,0.0304,623.9629774093628,35.595652101,"[0.13403710036905556, 0.15277563576203573, 0.12410819398689192, 0.1070468669399378, 0.028552414405885504, 0.09746779930151415, 0.06840117613398766, 0.15841921787857377, 0.0996793569040229]","[0.7512505171563998, 0.8153702642220853, 0.7791964841876989, 0.8007741347281079, 1.3206052053883148, 0.5063697944392266, 1.1322480943130568, 1.4555031551398496, 1.0056409303503024]",1698248790.9338384,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,9,{'runtime': 622},612.845510429,18000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.8619451375598194, 0.9855447360063906, 0.9430085029960388, 0.5680507001953248, 1.4397406986437593, 1.0673005361141126, 1.4860409546165436, 0.6991527718551269, 1.1622431059867475]",14,"[0.6310371727354899, 0.9483387870760585, 1.4901217515671157, 1.0472655595376468, 0.9775576613382572, 1.0060376776041418, 1.2848649790055635, 1.313536475819544, 1.2922589376858094]",6701,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",577.249801538,10000
73,0.0343,29.97492790222168,4.93047048,[0.047592416286726454],[0.5687696378002204],1698248163.144809,60000,[2000],2,1,{'runtime': 28},26.984041313,2000,1,[0.7],[0.9914944701706108],14,[1.301921920838561],6283,['tanh'],22.053519173,10000
74,0.0316,75.94190955162048,9.192059077,"[0.13962410486355276, 0.07261969223866462]","[1.2518551368231825, 1.1868949975934735]",1698248129.2909486,60000,"[2000, 2000]",2,2,{'runtime': 74},71.830621609,4000,1,"[0.7, 0.7]","[1.183727823695728, 0.8044875299410877]",14,"[1.3160269044233153, 1.354804959733559]",62,"['tanh', 'tanh']",62.638510502,10000
75,0.0305,123.50881695747375,12.771150814,"[0.12519350148269562, 0.05026387870156058, 0.07300126533366912]","[0.8688237346369574, 0.5775584489628867, 1.302602785550618]",1698248049.963082,60000,"[2000, 2000, 2000]",2,3,{'runtime': 122},118.497594459,6000,1,"[0.7, 0.7, 0.7]","[1.4573674999829485, 0.5107068037054504, 0.7734861203671206]",14,"[1.3372950188764323, 1.4519703560709498, 0.5788110219625837]",9459,"['tanh', 'tanh', 'tanh']",105.726391425,10000
76,0.0311,180.76505184173584,16.187612702,"[0.11269132910113032, 0.026097539129063853, 0.0854746633602387, 0.09009429154153836]","[0.9888878940959764, 1.383691077387008, 0.6518518010858271, 1.4558712526880573]",1698247923.3015168,60000,"[2000, 2000, 2000, 2000]",2,4,{'runtime': 179},174.677486893,8000,1,"[0.7, 0.7, 0.7, 0.7]","[1.333110141803752, 1.2298641349710868, 0.7432628836506936, 0.5716681338145583]",14,"[1.0192435187391584, 0.815684017776386, 1.1659102827432606, 0.7035459824650255]",7639,"['tanh', 'tanh', 'tanh', 'tanh']",158.489822141,10000
77,0.0316,248.50843143463135,20.067041502,"[0.1867020098892968, 0.13057982508310514, 0.1746603091047925, 0.022313792734759263, 0.06182515112685726]","[0.8273865923974115, 1.0885470086761988, 1.1312673990511013, 1.365419529083081, 0.6236725961384574]",1698247739.0718784,60000,"[2000, 2000, 2000, 2000, 2000]",2,5,{'runtime': 247},241.271588441,10000,1,"[0.7, 0.7, 0.7, 0.7, 0.7]","[1.223259399756924, 1.0613720159257487, 1.322565755553099, 0.549556074135219, 1.1321527373046831]",14,"[0.7048636900722751, 1.4919976065805158, 0.5133876106277667, 0.9318867611612486, 0.5171696721454954]",790,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",221.204498539,10000
78,0.0314,331.7739703655243,24.595945529,"[0.0890520817654827, 0.04512868702092013, 0.05675720528345161, 0.11971736871487382, 0.033540489729509106, 0.12533842344411847]","[0.5668006616286532, 1.346758592236173, 0.9317356782010288, 0.6789578886590195, 0.8558922719599522, 1.275933370033913]",1698247487.3388014,60000,"[2000, 2000, 2000, 2000, 2000, 2000]",2,6,{'runtime': 330},323.674937844,12000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.3716183867160003, 1.4027019205198807, 1.1134133851649652, 1.359844590278512, 0.7846044127213722, 1.3102330970791485]",14,"[1.081244690676203, 0.679081390198622, 1.2148512950581232, 0.5884594541177343, 0.6693421414171269, 0.914436179793378]",3290,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",299.078943495,10000
79,0.0268,420.98585057258606,28.047589941,"[0.15480175258728882, 0.13492737085805043, 0.07633380833355569, 0.1925421301427337, 0.053737901671159355, 0.1617944520398154, 0.16540366215339009]","[1.254518318789042, 0.5370840544398074, 1.126600273713819, 1.2328369272700672, 1.2708555564612167, 1.24635530852674, 1.0945712069804303]",1698247151.7485087,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,7,{'runtime': 419},411.874411212,14000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.5324244958520324, 0.6033358837522013, 0.7640540284618477, 0.8238741685709045, 0.7153876105620162, 0.6407235370370433, 0.9201825179731462]",14,"[1.3766772356489565, 0.9498192497489965, 1.4312072205061153, 0.8737883145785746, 1.2992102813827042, 0.7254591939772014, 0.6204400798031073]",1973,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",383.826770241,10000
80,0.0333,519.4496712684631,32.122534683,"[0.024704833171102933, 0.1008762158862746, 0.18780096464236007, 0.1592664049634205, 0.1870268032507316, 0.055326008770785105, 0.1870224814493102, 0.10234040910786205]","[1.1884837057869668, 0.5187521287121675, 1.4708531724331388, 0.8260962969234622, 1.4915010161653397, 0.8028070426117262, 1.0889136664949093, 1.3013673701943134]",1698246727.4482932,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,8,{'runtime': 518},509.288330251,16000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.0591426029785171, 0.8043529236210867, 1.4502599266069431, 1.1065368132772913, 1.1293697240499432, 1.2402934717685006, 1.0644418060420722, 1.4983794106368449]",14,"[0.8034102400733447, 1.475460295293355, 1.349884914518869, 1.0441597517794596, 1.3243355507942085, 1.0490851179671996, 0.8911584710407043, 0.9955333714980682]",1250,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",477.165753958,10000
81,0.0374,624.2705717086792,35.611632507,"[0.06338290042928675, 0.10748391748445442, 0.038543464110177235, 0.16465717713870398, 0.0811102615831282, 0.06061562087754771, 0.0797745847542232, 0.1826882056247206, 0.19100407522762175]","[1.3780821150939986, 1.162115085378706, 0.8925233780930623, 1.0130967328640943, 0.7846298909455488, 1.2252751281689516, 1.3616547973362252, 0.7294251501396929, 1.070075114542521]",1698246204.5656588,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,9,{'runtime': 622},612.513390172,18000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.3971675754373245, 1.3841919181579834, 1.1492292010867482, 0.8392787149023132, 0.9979306254614078, 1.4583236659715142, 1.1963348014754946, 0.6832237047031833, 1.4132863494736467]",14,"[1.4346703342470644, 1.0249082837492387, 0.669667089148749, 1.2161491550783503, 0.8929015157746231, 1.2782590825878422, 1.3976756463932445, 0.5330312848080355, 1.3549662806080378]",4855,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",576.901705765,10000
82,0.0354,29.920528173446655,4.897092626,[0.1040494272700761],[1.2600822009310395],1698245576.2367263,60000,[2000],2,1,{'runtime': 28},26.913014567,2000,1,[0.7],[1.0152615987370257],14,[0.640646259818075],5482,['tanh'],22.015871121,10000
83,0.0311,75.86750411987305,9.349554227,"[0.13207028189587638, 0.10050051247432736]","[1.3266917832666614, 0.633842816068993]",1698245542.081649,60000,"[2000, 2000]",2,2,{'runtime': 74},71.61880889,4000,1,"[0.7, 0.7]","[1.2174563582290112, 0.912923012988334]",14,"[1.0814771951219342, 0.6308477849645313]",7293,"['tanh', 'tanh']",62.269200883,10000
84,0.03,123.50947880744934,12.523333972,"[0.14232993281327458, 0.17345348513380163, 0.12316739157951669]","[0.6782142056453793, 1.479710111037336, 0.5181672171865319]",1698245462.8066988,60000,"[2000, 2000, 2000]",2,3,{'runtime': 122},118.410255185,6000,1,"[0.7, 0.7, 0.7]","[1.0053546248896637, 0.7559635306511122, 1.3485736385781713]",14,"[1.098101102589769, 1.215396900596979, 0.6250561288968605]",7141,"['tanh', 'tanh', 'tanh']",105.886871113,10000
85,0.0283,180.9426667690277,16.080529803,"[0.12134990258810834, 0.12718487446111656, 0.1851479914106184, 0.13262874232576663]","[1.1856915139880866, 1.3495380362236684, 1.0561062767286753, 1.0861267410548092]",1698245335.2769578,60000,"[2000, 2000, 2000, 2000]",2,4,{'runtime': 179},174.884955743,8000,1,"[0.7, 0.7, 0.7, 0.7]","[0.5746405079856373, 0.5608784695839859, 0.8057017944110129, 0.6721121058537434]",14,"[1.2623536531123076, 0.6823939582180041, 1.0112417290438056, 0.983125412241136]",8184,"['tanh', 'tanh', 'tanh', 'tanh']",158.80436758,10000
86,0.0296,248.4707691669464,20.146368908,"[0.012044836085938725, 0.13353687985730223, 0.059792283695722405, 0.0142150099672954, 0.05502018726949518]","[0.9008561764629408, 0.7474675576813967, 1.0290498710931182, 0.5661195625542145, 0.7195800283204251]",1698245150.819208,60000,"[2000, 2000, 2000, 2000, 2000]",2,5,{'runtime': 247},241.349237197,10000,1,"[0.7, 0.7, 0.7, 0.7, 0.7]","[0.8881290910325752, 1.0805351284588969, 1.1416941811010637, 1.462140936225391, 0.8615464416842152]",14,"[0.8004906151622585, 1.392618098962667, 1.2219608554650994, 0.7016974317468936, 1.4301890545065423]",5838,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",221.202817499,10000
87,0.0296,332.9925742149353,24.722888974,"[0.12167319223183214, 0.14830774027743862, 0.07859550541616205, 0.15754864256103993, 0.11692327035849762, 0.12695035040100486]","[0.6750885684758069, 1.346325150793206, 0.8251047067814588, 1.0541066960464982, 0.6951611751005703, 1.1299662749180772]",1698244898.338956,60000,"[2000, 2000, 2000, 2000, 2000, 2000]",2,6,{'runtime': 331},324.801886059,12000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.8024970762423859, 0.9712583893429988, 1.2685161285848632, 1.0092065762771016, 0.6868046800960604, 0.8720045966874316]",14,"[1.4901350490446927, 1.192681151221755, 0.8074119041977754, 0.8079486320770285, 0.5284209558345223, 0.8597380175715336]",7866,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",300.078956215,10000
88,0.0295,420.6532080173493,28.086233543,"[0.09245007317032652, 0.061422614017325246, 0.09362251045216208, 0.035226828121113614, 0.1146074735197244, 0.11570929444736594, 0.04622379254164555]","[0.7216259801947186, 1.194890349586364, 0.9457059425724704, 1.1428746592616883, 0.7719537846043831, 0.891463186117041, 1.3502896354276777]",1698244561.931684,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,7,{'runtime': 419},411.608435022,14000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.9084876631506896, 0.8721960013378002, 1.0161385684160662, 0.6522030884494581, 1.4269345575689023, 1.1018310741580717, 1.312370693238072]",14,"[0.9388011990665948, 1.3019515593549946, 1.4546967164235356, 1.4082618995056264, 1.0198043561881545, 0.7217609814251023, 1.411123774855985]",7628,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",383.522154179,10000
89,0.0301,519.5229654312134,32.210305916,"[0.1574954696549901, 0.08273638046169751, 0.1719856590229878, 0.11371543665674344, 0.19731357290766044, 0.06561833156424432, 0.08720448346259042, 0.06414605550119604]","[0.8700608856429947, 0.8113641960584324, 0.591854464378572, 0.904722036796048, 0.7976388905994021, 0.8956163614069349, 0.802533996290901, 1.264895347989712]",1698244137.8876944,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,8,{'runtime': 518},509.510367349,16000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.5792934569160058, 0.8085755231028762, 1.1837655261891389, 0.542237551457156, 0.5100680696752705, 0.6382620651331307, 1.4046795641425316, 0.7921696224024853]",14,"[0.575418667963915, 1.1928781684537075, 0.7673608277061846, 1.0722778626521698, 1.187958515777903, 0.7100319260833474, 0.5696437550803851, 0.9943946672913416]",4511,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",477.300007903,10000
90,0.0334,623.9622378349304,35.642380102,"[0.17594067284475387, 0.08300836965503394, 0.18810869403885777, 0.09785694726348172, 0.10943328552275812, 0.17869482243502935, 0.09657736358580483, 0.057889842894465984, 0.11977752168209826]","[0.7419381731797843, 0.7933192408415884, 1.178773360384699, 1.0841811611986587, 1.4635319150213917, 1.4882661441556468, 0.7003771595785708, 0.6633953167558396, 0.9928670027637408]",1698243615.074833,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,9,{'runtime': 622},612.655687786,18000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.3409242619710469, 1.4006710341878943, 0.9946665430325689, 0.860740029234585, 0.5558025390437658, 1.3511877368007283, 1.4909860546466431, 0.7650606405009827, 1.0058789036608222]",14,"[1.328513623095974, 0.5862938701216192, 1.2297462153639689, 0.9121083434038976, 0.9450745070941888, 0.5746552285252446, 1.0774231045456188, 0.857372499932706, 0.8655013858102398]",437,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",577.013255624,10000
91,0.0316,29.453398942947388,4.787055497,[0.07764777423588352],[0.5552380262008695],1698242987.7740688,60000,[2000],2,1,{'runtime': 28},26.462468153,2000,1,[0.7],[0.6243342294195156],14,[0.8524982744536616],1779,['tanh'],21.675359826,10000
92,0.032,75.8581211566925,9.160337123,"[0.1576277992557516, 0.07477696366199163]","[1.2771139609376156, 0.7223589625078206]",1698242953.7716873,60000,"[2000, 2000]",2,2,{'runtime': 74},71.816783292,4000,1,"[0.7, 0.7]","[1.4344666106427564, 0.9515705226155384]",14,"[1.381786354927471, 1.4755067199816585]",7949,"['tanh', 'tanh']",62.656399689,10000
93,0.0289,123.28624486923218,12.683149051,"[0.0800395598554066, 0.1078369211922632, 0.1819793106581737]","[1.4830575505328856, 0.9303431841410535, 0.5731051333349892]",1698242874.3169658,60000,"[2000, 2000, 2000]",2,3,{'runtime': 122},118.196007816,6000,1,"[0.7, 0.7, 0.7]","[0.6327248447838678, 1.4237829891680618, 1.291551440270121]",14,"[1.118569696809234, 1.0132591782477842, 1.3102419896704376]",6705,"['tanh', 'tanh', 'tanh']",105.512807115,10000
94,0.0273,180.36384963989255,16.101531629,"[0.12977294209297977, 0.16821939659491714, 0.1415508831868282, 0.11163396690555848]","[0.580115778453071, 1.0720097106430482, 0.709471586539604, 1.0209952706911156]",1698242746.345291,60000,"[2000, 2000, 2000, 2000]",2,4,{'runtime': 179},174.309137404,8000,1,"[0.7, 0.7, 0.7, 0.7]","[0.938549214684674, 0.6737227922900719, 1.4830434155104246, 0.8565733864991356]",14,"[1.0131016915468694, 0.5511352075656492, 1.2057438408640575, 0.9120766476995784]",6199,"['tanh', 'tanh', 'tanh', 'tanh']",158.207556835,10000
95,0.0264,248.44739508628845,20.08186619,"[0.026423417802289524, 0.1368167763354139, 0.06705411478100555, 0.13463609279948216, 0.08488246087522205]","[1.2382653198683533, 1.28534962738228, 1.4699862238037218, 1.1850326008222516, 0.5313940928312435]",1698242562.466711,60000,"[2000, 2000, 2000, 2000, 2000]",2,5,{'runtime': 247},241.248760196,10000,1,"[0.7, 0.7, 0.7, 0.7, 0.7]","[0.7027186814661663, 1.1974895710108928, 1.0104111006127612, 1.491187965891081, 0.7674861539221337]",14,"[1.3529090500635328, 1.11100067895778, 1.4426334898167452, 1.3838086709310784, 0.6504850223165479]",4457,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh']",221.166842206,10000
96,0.0291,332.1571636199951,24.4834725,"[0.1993035878793403, 0.17436227109475377, 0.013766058662746977, 0.12041206019212762, 0.03115609083538102, 0.07109343519295697]","[1.4651833255540154, 0.8864164941802232, 0.580546634750396, 0.7064123799088959, 1.1081001188763246, 0.725847134185201]",1698242309.9610536,60000,"[2000, 2000, 2000, 2000, 2000, 2000]",2,6,{'runtime': 331},324.052917071,12000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.6767727805612099, 0.8778813422617008, 1.215827007853476, 0.9814865693286828, 1.4568498113146044, 1.232290359412206]",14,"[1.3374748585510106, 1.1521845144720202, 1.147429647127007, 1.4180835201336328, 0.7084463663047507, 0.6746454214331614]",7519,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",299.569405151,10000
97,0.0331,420.7903456687927,27.99418383,"[0.14705853811685743, 0.02061113283921628, 0.08200440449044107, 0.07760434108245672, 0.06434110480726156, 0.0735401426700362, 0.0356019343883573]","[0.7738854250123839, 1.1094227318419625, 0.7075329796970903, 0.8933585454350931, 0.6524710961221997, 1.465528986079546, 1.2692760160763523]",1698241974.8837936,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,7,{'runtime': 419},411.701269094,14000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.4475727708230504, 1.4864789664967244, 0.96719917711009, 0.7454769100166321, 0.7293661876630547, 0.6492536090786575, 0.9059560490444412]",14,"[0.803552121574319, 0.9970344275390498, 1.2462698806595252, 0.9074269684023524, 0.7990168172825336, 0.7775551915511544, 1.235858509274701]",8529,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",383.707027774,10000
98,0.0329,519.4070088863373,32.274157385,"[0.0653402636783319, 0.09243472749362726, 0.04735779632424722, 0.01542918835187542, 0.16495134945472867, 0.019523297339756288, 0.17668642050451078, 0.04559922878342397]","[1.0019423473775002, 0.649806405120647, 1.3674227132665806, 1.4736777530150145, 0.9194883401374562, 0.5331285911872916, 0.7124861295492005, 0.7893933262653988]",1698241550.622608,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,8,{'runtime': 518},509.422806786,16000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[1.440365549266682, 0.6210618364772136, 0.7344369400350047, 0.8206399355814599, 0.7680174475549728, 0.8421561747643396, 0.9863699318494572, 1.3812482819340517]",14,"[1.1255212986653222, 0.8946616418830345, 0.8692083431476467, 0.9345671273852824, 1.357550149217689, 1.2043457450523118, 1.2214561729859073, 1.2167768174447322]",2043,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",477.148599661,10000
99,0.0298,623.4896643161774,35.732127815,"[0.14715447225625927, 0.08294050663237032, 0.13686515417251552, 0.16387398683129142, 0.15422234139672306, 0.11685768992184072, 0.11496368553991662, 0.15090720496265086, 0.09048550996922128]","[0.5780274572148028, 0.6884903092941668, 0.6876901898755559, 1.4437453264065294, 1.4513828621373563, 0.7776105704465265, 1.4297407155098214, 0.6762340880125894, 1.0460752320054878]",1698241027.5302334,60000,"[2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 2000]",2,9,{'runtime': 622},612.375193989,18000,1,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]","[0.5973386394803898, 1.3404408385269209, 1.2464075144942894, 0.6737023174005202, 1.4461407241006343, 1.0247993102265642, 0.5955844433259581, 1.2877169575991831, 1.1464985260879632]",14,"[1.4843542637871288, 0.6198221911577452, 0.6706915774180406, 1.4758131210732448, 1.1576825218184388, 0.5879239843829828, 1.2851339373121204, 1.0593199799300042, 1.2570247276580488]",6634,"['tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh', 'tanh']",576.643009444,10000
